,revision_id,article_quality,article_title,country,population,region
2444,1247766081,C,Vicente Manuel de Céspedes,Cuba,11.0,CARIBBEAN
5873,1095858144,Stub,Vicente Rodríguez (politician),Paraguay,6.2,SOUTH AMERICA
1874,1192271750,Stub,Vichien Khaokham,Thailand,66.0,SOUTHEAST ASIA
2057,1246254698,C,Vicky Colbert,Colombia,52.2,SOUTH AMERICA
1116,1168282047,B,Victor Alter,Poland,37.7,EASTERN EUROPE
1907,1152439979,Start,Victor Anomah Ngu,Cameroon,28.1,MIDDLE AFRICA
3248,1200165043,Start,Victor Denain,France,65.9,WESTERN EUROPE
1885,1102345166,Stub,Victor Fotso,Cameroon,28.1,MIDDLE AFRICA
1899,1250196607,Start,Victor Mukete,Cameroon,28.1,MIDDLE AFRICA
3315,1014506148,C,Victor Perret,France,65.9,WESTERN EUROPE
2219,1087110784,Start,Victor Promontorio,Congo DR,102.3,MIDDLE AFRICA
1293,1173454330,Start,Victor de Laveleye,Belgium,11.8,WESTERN EUROPE
5130,1247836480,Stub,Victor Țopa,Moldova,3.4,EASTERN EUROPE
5129,1232776378,Stub,Victor Țvircun,Moldova,3.4,EASTERN EUROPE
6824,1152489436,Start,Victoria Mwaka,Uganda,48.6,EASTERN AFRICA
5837,1229001493,C,Victoriano Lorenzo,Panama,4.5,CENTRAL AMERICA
655,1249203876,Start,Vidadi Isgandarov,Azerbaijan,10.2,WESTERN ASIA
408,1124301399,Stub,Vigen Chitechyan,Armenia,3.0,WESTERN ASIA
6484,1240463277,Start,Vijitha Rohana,Sri Lanka,22.7,SOUTH ASIA
5140,1248959632,Start,Viktor Anpilov,Russia,146.9,EASTERN EUROPE
5223,1225909403,C,Viktor Rashnikov,Russia,146.9,EASTERN EUROPE
5209,1152210619,Stub,Viktoriya Mitina,Russia,146.9,EASTERN EUROPE
632,1208072134,Start,Vilayat Eyvazov,Azerbaijan,10.2,WESTERN ASIA
3190,1247243411,C,Vilhelm Lundström (philologist),Sweden,10.5,NORTHERN EUROPE
2656,1195822277,Stub,Viliam Novotný,Slovakia,5.4,EASTERN EUROPE
6639,1233799663,C,Viliami Tupoulahi Mailefihi Tuku'aho,Tonga,0.1,OCEANIA
1061,1055138352,Stub,Vilius Baldišis,Lithuania,2.9,NORTHERN EUROPE
4272,1212265925,Stub,Vilmos Tkálecz,Slovenia,2.1,SOUTHERN EUROPE
3766,1220817543,C,Vilmos Vályi-Nagy,Hungary,9.6,EASTERN EUROPE
1312,1145182533,Start,Vincent Houssiau,Belgium,11.8,WESTERN EUROPE
6884,1132674478,Stub,Vincent Lunabek,Vanuatu,0.3,OCEANIA
1878,1249317685,Stub,Vincent de Paul Ahanda,Cameroon,28.1,MIDDLE AFRICA
4129,1226765389,C,Vincenzo Duplancich,Italy,58.8,SOUTHERN EUROPE
4135,1248587117,Start,Vincenzo Filonardi,Italy,58.8,SOUTHERN EUROPE
4171,1185190847,Start,Vincenzo Massilla,Italy,58.8,SOUTHERN EUROPE
1526,1240160240,Start,Vinicius Lummertz,Brazil,204.0,SOUTH AMERICA
6559,1144171929,C,Vinzenz Rüttimann,Switzerland,8.8,WESTERN EUROPE
4109,1190198071,Start,Viola Carofalo,Italy,58.8,SOUTHERN EUROPE
6194,1233386142,Start,Viola Motsumi,South Africa,60.7,SOUTHERN AFRICA
4705,1187096297,Start,Violette Khairallah Safadi,Lebanon,5.4,WESTERN ASIA
3882,1242975657,Start,Virendra Pratap Shahi,India,1428.6,SOUTH ASIA
1065,1209842510,Start,Virgilijus Čepaitis,Lithuania,2.9,NORTHERN EUROPE
2797,1212880453,Start,Viriato Fiallo,Dominican Republic,11.3,CARIBBEAN
151,1248230838,Stub,Visar Ymeri,Albania,2.7,SOUTHERN EUROPE
150,1135323365,C,Visarion Xhuvani,Albania,2.7,SOUTHERN EUROPE
1092,1144050792,Start,Visvaldas Mažonas,Lithuania,2.9,NORTHERN EUROPE
5095,1232592554,Stub,Vitalie Gorincioi,Moldova,3.4,EASTERN EUROPE
5132,1232776874,Stub,Vitalie Vrabie,Moldova,3.4,EASTERN EUROPE
1008,1179344499,C,Vitalii Kurylo,Ukraine,36.7,EASTERN EUROPE
1056,1243513404,C,Vitaly Zholobov,Ukraine,36.7,EASTERN EUROPE
4183,1229548831,B,Vito Nunziante,Italy,58.8,SOUTHERN EUROPE
4137,1232748178,Start,Vittorio Fossombroni,Italy,58.8,SOUTHERN EUROPE
4195,1248530062,Start,Vittorio Pezzuto,Italy,58.8,SOUTHERN EUROPE
1573,1246065682,Start,Vittorio Sorotiuk,Brazil,204.0,SOUTH AMERICA
2337,1249289550,Start,Vjekoslav Servatzy,Croatia,3.8,SOUTHERN EUROPE
2345,1153423503,Start,Vjenceslav Turković,Croatia,3.8,SOUTHERN EUROPE
5072,1200644828,C,Vlad Bilețchi,Moldova,3.4,EASTERN EUROPE
2378,1243519452,GA,Vlada Ilić,Serbia,6.6,SOUTHERN EUROPE
5077,1242626807,C,Vladimir Cebotari,Moldova,3.4,EASTERN EUROPE
5158,1227952245,C,Vladimir Chernukhin,Russia,146.9,EASTERN EUROPE
1600,1215314052,Start,Vladimir Damgov,Bulgaria,6.4,EASTERN EUROPE
5086,1164754853,Start,Vladimir Darie,Moldova,3.4,EASTERN EUROPE
5276,1245226697,C,Vladimir Dobričanin,Montenegro,0.6,SOUTHERN EUROPE
5165,1249574679,C,Vladimir Efimov,Russia,146.9,EASTERN EUROPE
6903,1225792818,Stub,Vladimir Gessen (Venezuelan politician),Venezuela,28.8,SOUTH AMERICA
5099,1167148536,Stub,Vladimir Gurițenco,Moldova,3.4,EASTERN EUROPE
5172,1250225867,GA,Vladimir Gusinsky,Russia,146.9,EASTERN EUROPE
1612,1183947838,Start,Vladimir Karolev,Bulgaria,6.4,EASTERN EUROPE
4457,1223024525,GA,Vladimir Kozlov (politician),Kazakhstan,19.9,CENTRAL ASIA
956,1147914902,C,Vladimir Kumets,Belarus,9.2,EASTERN EUROPE
5195,1232950617,B,Vladimir Kvachkov,Russia,146.9,EASTERN EUROPE
5285,1243518946,C,Vladimir Leposavić,Montenegro,0.6,SOUTHERN EUROPE
2321,1070845254,Start,Vladimir Mažuranić,Croatia,3.8,SOUTHERN EUROPE
5207,1225813303,Start,Vladimir Medvedev (politician),Russia,146.9,EASTERN EUROPE
5294,1207040463,Start,Vladimir Pavićević,Montenegro,0.6,SOUTHERN EUROPE
2328,1240771585,Start,Vladimir Prebeg,Croatia,3.8,SOUTHERN EUROPE
965,1236837678,Start,Vladimir Rusakevich,Belarus,9.2,EASTERN EUROPE
1035,1249585220,GA,Vladimir Saldo,Ukraine,36.7,EASTERN EUROPE
5224,1194226810,Stub,Vladimir Samozhenkov,Russia,146.9,EASTERN EUROPE
1062,1081645523,Stub,Vladimiras Beriozovas,Lithuania,2.9,NORTHERN EUROPE
2641,1230180876,Start,Vladimír Faič,Slovakia,5.4,EASTERN EUROPE
565,1248620062,C,Vladimír Franz,Czechia,10.9,EASTERN EUROPE
571,1123581664,Start,Vladimír Hučín,Czechia,10.9,EASTERN EUROPE
596,1193837597,Stub,Vladimír Oplt,Czechia,10.9,EASTERN EUROPE
598,1130269382,Start,Vladimír Príkazský,Czechia,10.9,EASTERN EUROPE
5168,1067568226,Stub,Vladislav Grib,Russia,146.9,EASTERN EUROPE
1628,1236796256,Stub,Vladislav Panev,Bulgaria,6.4,EASTERN EUROPE
981,1248792339,Start,Volodymyr Artyukh,Ukraine,36.7,EASTERN EUROPE
987,1239786642,GA,Volodymyr Boyko,Ukraine,36.7,EASTERN EUROPE
995,1248793385,Start,Volodymyr Hryshchenko,Ukraine,36.7,EASTERN EUROPE
1017,1230557950,GA,Volodymyr Matvienko,Ukraine,36.7,EASTERN EUROPE
1025,1244845824,GA,Volodymyr Petrov,Ukraine,36.7,EASTERN EUROPE
1037,1179345129,Start,Volodymyr Serhiychuk,Ukraine,36.7,EASTERN EUROPE
1042,1249875856,Start,Volodymyr Stelmakh,Ukraine,36.7,EASTERN EUROPE
1045,1232601928,C,Volodymyr Tsvil,Ukraine,36.7,EASTERN EUROPE
1046,1179346831,Start,Volodymyr Tyahlo,Ukraine,36.7,EASTERN EUROPE
952,1234751055,C,Voĺha Karač,Belarus,9.2,EASTERN EUROPE
5437,1230206658,Start,Vrajanath Poudyal,Nepal,30.9,SOUTH ASIA
6569,1249598755,Start,Vreni Spoerry,Switzerland,8.8,WESTERN EUROPE
6575,1244066243,Start,Vroni Thalmann-Bieri,Switzerland,8.8,WESTERN EUROPE
691,1208077047,Start,Vugar Mustafayev (minister),Azerbaijan,10.2,WESTERN ASIA
5284,1224035540,Start,Vujica Lazović,Montenegro,0.6,SOUTHERN EUROPE
5179,1197254982,Start,Vyacheslav Khizhnyakov,Russia,146.9,EASTERN EUROPE
1039,1183782262,Stub,Vyacheslav Shapovalov,Ukraine,36.7,EASTERN EUROPE
1078,1098843848,Stub,Vytautas Kolesnikovas,Lithuania,2.9,NORTHERN EUROPE
1089,1177313320,Start,Vytautas Matulevičius,Lithuania,2.9,NORTHERN EUROPE
1095,1184356885,Stub,Vytautas Paliūnas,Lithuania,2.9,NORTHERN EUROPE
3213,1245847015,Stub,Vávra Suk,Sweden,10.5,NORTHERN EUROPE
5900,1231916577,Start,Víctor Crisólogo,Peru,33.8,SOUTH AMERICA
5903,1231916583,Stub,Víctor Espinoza Peña,Peru,33.8,SOUTH AMERICA
2538,1241488542,FA,Víctor Eusa Razquin,Spain,48.3,SOUTHERN EUROPE
5957,1235684279,Start,Vítor Alves (soldier),Portugal,10.5,SOUTHERN EUROPE
6979,1241845313,GA,Võ Văn Thưởng,Vietnam,98.9,SOUTHEAST ASIA
6435,1249868654,Stub,W. E. Boteju,Sri Lanka,22.7,SOUTH ASIA
2929,1244188591,Stub,W. T. P. Simarmata,Indonesia,278.7,SOUTHEAST ASIA
1155,1063982572,Stub,Wacław Grzybowski,Poland,37.7,EASTERN EUROPE
1205,1154954188,Start,Wacław Olszak,Poland,37.7,EASTERN EUROPE
4726,1206306677,Start,Waddah Sadek,Lebanon,5.4,WESTERN ASIA
76,1232389768,C,Wahidullah Waissi,Afghanistan,42.4,SOUTH ASIA
1773,1142166678,Start,Wai Moe Naing,Myanmar,55.4,SOUTHEAST ASIA
5802,1242025811,Stub,Wajeeh Qassim,Palestinian Territory,5.5,WESTERN ASIA
862,1236054107,Start,Wajih-uz-Zaman Khan,Pakistan,240.5,SOUTH ASIA
5949,1244136533,C,Waldemar Cerrón,Peru,33.8,SOUTH AMERICA
5707,1224493610,C,Wale Oladipo,Nigeria,223.8,WESTERN AFRICA
1239,1242851826,Stub,Walenty Stefański,Poland,37.7,EASTERN EUROPE
5794,1242026384,GA,Walid Muaqqat,Palestinian Territory,5.5,WESTERN ASIA
6098,1208919956,Stub,Wallace Cosgrow,Seychelles,0.1,EASTERN AFRICA
3558,1233484385,GA,Walter Béneke,El Salvador,6.4,CENTRAL AMERICA
495,1154443829,Start,Walter Guggenberger,Austria,9.2,WESTERN EUROPE
5868,1245142840,Stub,Walter Harms,Paraguay,6.2,SOUTH AMERICA
6535,1186854964,C,Walter Kälin,Switzerland,8.8,WESTERN EUROPE
533,1249288737,C,Walter Pfrimer,Austria,9.2,WESTERN EUROPE
6014,1219345058,Start,Walter Rosa,Portugal,10.5,SOUTHERN EUROPE
6219,1236955401,C,Walter Stanford,South Africa,60.7,SOUTHERN AFRICA
5947,1176348609,Stub,Walter Vásquez Vejarano,Peru,33.8,SOUTH AMERICA
3429,1227931073,C,Walter von Saint Paul-Illaire,Germany,84.9,WESTERN EUROPE
4939,1249735006,C,Wan Rosdy Wan Ismail,Malaysia,33.4,SOUTHEAST ASIA
2036,1243521667,Start,Wang Liyan,China,1411.3,EAST ASIA
2038,1112864760,Stub,"Wang Wei (politician, born 1974)",China,1411.3,EAST ASIA
2037,1234882199,Start,Wang Yonghong,China,1411.3,EAST ASIA
1382,1226646329,Stub,Wangdi Norbu,Bhutan,0.8,SOUTH ASIA
7042,1064532257,Stub,Washington Malianga,Zimbabwe,16.7,EASTERN AFRICA
4702,1218132887,Start,Wassef El Harakeh,Lebanon,5.4,WESTERN ASIA
2039,1213106474,Stub,Wei Wenhui,China,1411.3,EAST ASIA
5661,1236905610,C,Wenike Opurum Briggs,Nigeria,223.8,WESTERN AFRICA
578,1246396121,C,"Wenzel Anton, Prince of Kaunitz-Rietberg",Czechia,10.9,EASTERN EUROPE
3365,1242018201,Start,Werner E. Ablaß,Germany,84.9,WESTERN EUROPE
3407,1188787560,Start,Werner Knieper,Germany,84.9,WESTERN EUROPE
4435,1247633212,Stub,Wesam Al Tahtamouni,Jordan,11.4,WESTERN ASIA
4637,1177252018,Stub,Wesley K. Rono,Kenya,55.1,EASTERN AFRICA
4750,1233531197,Stub,Wesley Momo Johnson,Liberia,5.4,WESTERN AFRICA
5061,1247242628,Start,Wesley Simina,Federated States of Micronesia,0.1,OCEANIA
3998,1243875485,B,Widad Akrawi,Iraq,45.5,WESTERN ASIA
1131,1242528969,Stub,Wiktor Budzyński,Poland,37.7,EASTERN EUROPE
5012,1248898473,Stub,Wilbur Heine,Marshall Islands,0.1,OCEANIA
324,1246340247,Stub,Wilfred Jacobs,Antigua and Barbuda,0.1,CARIBBEAN
6483,1179726523,Stub,Wilfred Martin Rajapakse,Sri Lanka,22.7,SOUTH ASIA
1249,1209788701,Start,Wilhelm Szewczyk,Poland,37.7,EASTERN EUROPE
6055,1244368584,Stub,William Coe (governor),Samoa,0.2,OCEANIA
6644,1213038644,Stub,William Demas,Trinidad and Tobago,1.4,CARIBBEAN
6333,1229366536,C,William Deng Nhial,South Sudan,11.1,EASTERN AFRICA
6447,1225851585,Start,William Ellawala,Sri Lanka,22.7,SOUTH ASIA
919,1149070233,Start,William Fondleroy Duguid,Barbados,0.3,CARIBBEAN
2287,1222311400,Stub,William Forbes (Talamancan king),Costa Rica,5.3,CENTRAL AMERICA
6451,1247954900,C,William Gopallawa,Sri Lanka,22.7,SOUTH ASIA
321,1242257328,C,William Haynes-Smith,Antigua and Barbuda,0.1,CARIBBEAN
4563,1246061703,Stub,William Kamoti,Kenya,55.1,EASTERN AFRICA
5503,1231515204,C,William Nwankwo Alo,Nigeria,223.8,WESTERN AFRICA
4630,1216249052,C,William Odongo Omamo,Kenya,55.1,EASTERN AFRICA
4764,1249700084,C,William Tubman,Liberia,5.4,WESTERN AFRICA
4233,1243032688,Start,William of Capparone,Italy,58.8,SOUTHERN EUROPE
4544,1236248215,Stub,Willy Bett,Kenya,55.1,EASTERN AFRICA
4580,1109584326,Start,Willy Komen (politician),Kenya,55.1,EASTERN AFRICA
1321,1105018002,Stub,Willy Kuijpers,Belgium,11.8,WESTERN EUROPE
6818,1249062770,Start,Willy Mayambala,Uganda,48.6,EASTERN AFRICA
2050,1245233085,Stub,Wilson Borja,Colombia,52.2,SOUTH AMERICA
7038,1246239559,C,Wilson Khumbula,Zimbabwe,16.7,EASTERN AFRICA
6846,1142485232,Stub,Wilson Tumwine,Uganda,48.6,EASTERN AFRICA
4940,1243969275,Start,Wilson Ugak Kumbong,Malaysia,33.4,SOUTHEAST ASIA
6188,1247400130,C,Wilton Mkwayi,South Africa,60.7,SOUTHERN AFRICA
1774,1243165916,Start,Win Ko Ko Latt,Myanmar,55.4,SOUTHEAST ASIA
1201,1227716829,Stub,Wincenty Niemojowski,Poland,37.7,EASTERN EUROPE
3385,1225418442,Stub,Winfried Fockenberg,Germany,84.9,WESTERN EUROPE
3639,1215776481,GA,Winifred Gaskin,Guyana,0.8,SOUTH AMERICA
4627,1218536702,Start,Winnie Odinga,Kenya,55.1,EASTERN AFRICA
2846,1229389001,C,Wiranto Arismunandar,Indonesia,278.7,SOUTHEAST ASIA
5019,1225039920,Start,Witten Philippo,Marshall Islands,0.1,OCEANIA
530,1242446030,Stub,Wladimir von Pawlowski,Austria,9.2,WESTERN EUROPE
1120,1233129398,Start,Wojciech Bakun,Poland,37.7,EASTERN EUROPE
6318,1093916563,Stub,Wol Akec Akol,South Sudan,11.1,EASTERN AFRICA
1359,1237091310,Stub,Woldrich Harrison Courtenay,Belize,0.5,CENTRAL AMERICA
3378,1239972537,Start,Wolf-Michael Catenhusen,Germany,84.9,WESTERN EUROPE
3422,1223428429,C,Wolfgang Müller von Königswinter,Germany,84.9,WESTERN EUROPE
3457,1233839679,Start,Wolfgang Templin,Germany,84.9,WESTERN EUROPE
6308,1218114176,Start,Won Sehun,Korea (South),51.4,EAST ASIA
6309,1248055379,Stub,Woo Hee-jong,Korea (South),51.4,EAST ASIA
6589,1243517167,Start,Wu Fang-ming,Taiwan,23.4,EAST ASIA
6590,1226731801,C,Wu Heling,Taiwan,23.4,EAST ASIA
1135,1209994622,Start,Władysław Ciastoń,Poland,37.7,EASTERN EUROPE
1228,1120684292,Stub,Władysław Hieronim Sanguszko,Poland,37.7,EASTERN EUROPE
1163,1173071624,Stub,Władysław Leopold Jaworski,Poland,37.7,EASTERN EUROPE
1217,1068887021,Start,Włodzimierz Ptasznik,Poland,37.7,EASTERN EUROPE
4799,1173229365,Start,Xavier Brasseur,Luxembourg,0.7,WESTERN EUROPE
2958,1231714844,Start,Xavier Enderica,Ecuador,17.1,SOUTH AMERICA
1906,1242530072,Stub,Xavier Ngoubeyou,Cameroon,28.1,MIDDLE AFRICA
3580,1241139820,Start,Xavier Zablah Bukele,El Salvador,6.4,CENTRAL AMERICA
3258,1248011706,Stub,Xavier de Fürst,France,65.9,WESTERN EUROPE
125,1180950536,Start,Xhavid Leskoviku,Albania,2.7,SOUTHERN EUROPE
122,1209148780,Stub,Xhelal Koprëncka,Albania,2.7,SOUTHERN EUROPE
145,1217259369,Start,Xhelal Sveçla,Albania,2.7,SOUTHERN EUROPE
1673,1249592857,Start,Xhezair Shaqiri,North Macedonia,1.8,SOUTHERN EUROPE
153,1143896123,Start,Xhezair Zaganjori,Albania,2.7,SOUTHERN EUROPE
6591,1232710892,Start,Xie Jieshi,Taiwan,23.4,EAST ASIA
3876,1236472677,Stub,Y. Sai Prasad Reddy,India,1428.6,SOUTH ASIA
5674,1249041750,Start,Yabagi Sani,Nigeria,223.8,WESTERN AFRICA
6807,994379167,Stub,Yabezi Kiiza,Uganda,48.6,EASTERN AFRICA
1694,1219061952,Start,Yabre Juliette Kongo,Burkina Faso,22.9,WESTERN AFRICA
3613,1157228808,Stub,Yacine Diallo,Guinea,14.2,WESTERN AFRICA
238,1214837789,Stub,Yacine Oualid,Algeria,46.8,NORTHERN AFRICA
5731,1177650740,Stub,Yacouba Sido,Niger,27.2,WESTERN AFRICA
6666,1206421193,C,Yadh Ben Achour,Tunisia,11.9,NORTHERN AFRICA
3948,1200779504,Start,Yadollah Javani,Iran,89.2,SOUTH ASIA
5424,1229751756,Start,Yadunath Khanal,Nepal,30.9,SOUTH ASIA
5455,1240516482,Start,Yagya Raj Joshi,Nepal,30.9,SOUTH ASIA
5711,1229838076,C,Yahaya Madawaki,Nigeria,223.8,WESTERN AFRICA
208,1186319308,Stub,Yahia Boukhari,Algeria,46.8,NORTHERN AFRICA
4048,1207071815,Stub,Yahia Nasseri,Iraq,45.5,WESTERN ASIA
2042,1245229750,Stub,Yahir Acuña,Colombia,52.2,SOUTH AMERICA
5778,1245328118,Start,Yahya Hammuda,Palestinian Territory,5.5,WESTERN ASIA
6111,1229494641,Start,Yahya Kanu,Sierra Leone,8.9,WESTERN AFRICA
4420,1244654673,Stub,Yahya Kisbi,Jordan,11.4,WESTERN ASIA
7008,1223542345,Stub,Yahya Mohamed Abdullah Saleh,Yemen,34.4,WESTERN ASIA
7010,1249145023,C,Yahya Muhammad Hamid ed-Din,Yemen,34.4,WESTERN ASIA
2868,1101922982,Stub,Yairus Gwijangge,Indonesia,278.7,SOUTHEAST ASIA
980,1248793136,Start,Yakiv Apter,Ukraine,36.7,EASTERN EUROPE
1623,1180593616,Start,Yakov Matakiev,Bulgaria,6.4,EASTERN EUROPE
5713,1216648097,Stub,Yakubu Umar Barde,Nigeria,223.8,WESTERN AFRICA
5855,1213898789,C,Yali (politician),Papua New Guinea,9.5,OCEANIA
6872,1234357322,GA,Yamandú Orsi,Uruguay,3.6,SOUTH AMERICA
4395,1219291331,Start,Yamao Yōzō,Japan,124.5,EAST ASIA
2789,1186292250,Stub,Yamil Abreu Navarro,Dominican Republic,11.3,CARIBBEAN
3800,1235673745,Stub,Yanamala Divya,India,1428.6,SOUTH ASIA
2071,1245236372,Stub,Yaneth Giha Tovar,Colombia,52.2,SOUTH AMERICA
3494,1243618134,Start,Yannis Moralis (politician),Greece,10.6,SOUTHERN EUROPE
2949,1186832772,Stub,Yansen Tipa Padan,Indonesia,278.7,SOUTHEAST ASIA
787,1244156514,C,Yar Mohammad Khan,Bangladesh,173.5,SOUTH ASIA
6989,1129096674,Stub,Yasser Al-Awadi,Yemen,34.4,WESTERN ASIA
230,1214841607,Stub,Yassine Merabi,Algeria,46.8,NORTHERN AFRICA
5369,1244051523,Stub,Yassir Znagui,Morocco,37.0,NORTHERN AFRICA
1833,1130454039,Stub,Yat Hwaidi,Thailand,66.0,SOUTHEAST ASIA
1776,1205518379,Stub,Yawd Serk,Myanmar,55.4,SOUTHEAST ASIA
6750,1196341560,Stub,Yaşar Okuyan,Turkey,85.6,WESTERN ASIA
4999,1237748854,B,Yeah Samake,Mali,23.3,WESTERN AFRICA
1028,1243514438,Start,Yelena Protsenko,Ukraine,36.7,EASTERN EUROPE
6310,1248054287,C,Yeo Sang-kyoo,Korea (South),51.4,EAST ASIA
4444,1211911394,Stub,Yerzhan Ashikbayev,Kazakhstan,19.9,CENTRAL ASIA
1386,1154435788,Start,Yeshey Penjor,Bhutan,0.8,SOUTH ASIA
1410,1245331050,Start,Yeshey Zimba,Bhutan,0.8,SOUTH ASIA
5205,1187050981,Start,Yevgeny Maslov (politician),Russia,146.9,EASTERN EUROPE
5208,1248317099,C,Yevgeny Miller,Russia,146.9,EASTERN EUROPE
5211,1226607089,Start,Yevgeny Murov,Russia,146.9,EASTERN EUROPE
5228,1245834317,C,Yevgeny Shaposhnikov,Russia,146.9,EASTERN EUROPE
5234,1241052040,C,Yevgeny Solntsev,Russia,146.9,EASTERN EUROPE
3499,1225990254,Stub,Yiannis Papadimitriou,Greece,10.6,SOUTHERN EUROPE
3096,1238897608,Stub,Yilkal Kefale,Ethiopia,126.5,EASTERN AFRICA
86,1221605713,Start,Ylli Asllani,Albania,2.7,SOUTHERN EUROPE
143,1240443327,Stub,Ylli Vesel Shehu,Albania,2.7,SOUTHERN EUROPE
138,1215667416,Start,Ymer Prizreni,Albania,2.7,SOUTHERN EUROPE
3920,1232991785,Start,Yogeshwar Jha,India,1428.6,SOUTH ASIA
2225,1226028337,Stub,Yolande Ebongo Osongo,Congo DR,102.3,MIDDLE AFRICA
3582,1184919604,Stub,Yolani Batres,Honduras,9.7,CENTRAL AMERICA
4399,1242366378,C,Yoshida Shōin,Japan,124.5,EAST ASIA
4387,1166332404,Stub,Yoshihiro Tokugawa,Japan,124.5,EAST ASIA
4380,1238140273,GA,Yoshikatsu Takeiri,Japan,124.5,EAST ASIA
4401,1224853051,Start,Yoshitoki Sugitani,Japan,124.5,EAST ASIA
193,1239235131,Stub,Youcef Belmehdi,Algeria,46.8,NORTHERN AFRICA
216,1214834266,Start,Youcef Chorfa,Algeria,46.8,NORTHERN AFRICA
4034,1249037984,Start,Yousef al-Kalabi,Iraq,45.5,WESTERN ASIA
3015,1241283836,C,Youssef Zulficar Pasha,Egypt,105.2,NORTHERN AFRICA
6073,1122757499,Stub,Youssou Diagne,Senegal,18.3,WESTERN AFRICA
4402,1221346251,C,Yuasa Kurahei,Japan,124.5,EAST ASIA
2925,1230185959,C,Yudas Sabaggalet,Indonesia,278.7,SOUTHEAST ASIA
4330,1238420392,Stub,Yukio Kurita,Japan,124.5,EAST ASIA
5544,1249801645,C,Yul Edochie,Nigeria,223.8,WESTERN AFRICA
4959,1248445820,Stub,Yumna Maumoon,Maldives,0.6,SOUTH ASIA
6311,1214785611,Stub,Yun Chi-chang,Korea (South),51.4,EAST ASIA
6312,1248060366,B,Yun Hee-suk,Korea (South),51.4,EAST ASIA
6313,1221352139,Start,Yun Il-seon,Korea (South),51.4,EAST ASIA
6314,1214500724,Start,Yun So-ha,Korea (South),51.4,EAST ASIA
6315,1214785975,Stub,Yun Young-sun (minister),Korea (South),51.4,EAST ASIA
6277,1210823326,Start,Yun-Tae Kim,Korea (South),51.4,EAST ASIA
1012,1204238271,Start,Yurii Lavreniuk,Ukraine,36.7,EASTERN EUROPE
5210,1214463635,Start,Yuriy Molchanov,Russia,146.9,EASTERN EUROPE
1053,1179848407,Start,Yuriy Vozniuk,Ukraine,36.7,EASTERN EUROPE
5135,1174552950,C,Yury Afanasyev,Russia,146.9,EASTERN EUROPE
939,1172992483,Stub,Yury Ambrazevich,Belarus,9.2,EASTERN EUROPE
5226,1228650556,Stub,Yury Semyonov,Russia,146.9,EASTERN EUROPE
975,1173778739,C,Yury Voskresensky,Belarus,9.2,EASTERN EUROPE
5250,1246393275,,Yury Zaostrovtsev,Russia,146.9,EASTERN EUROPE
692,1243510546,GA,Yusif Ziya Talibzadeh,Azerbaijan,10.2,WESTERN ASIA
5716,1236859640,Stub,Yusuf Adamu Gagdi,Nigeria,223.8,WESTERN AFRICA
2718,1188398539,Start,Yusuf Ahmed Hagar Dabageed,Somalia,18.1,EASTERN AFRICA
770,1228415190,Start,Yusuf Ali Chowdhury,Bangladesh,173.5,SOUTH ASIA
5712,1249384599,C,Yusuf Buba Yakub,Nigeria,223.8,WESTERN AFRICA
5512,1242968401,C,Yusuf Datti Baba-Ahmed,Nigeria,223.8,WESTERN AFRICA
453,1217309774,Stub,Yusuf Franko Coussa,Syria,23.2,WESTERN ASIA
2728,1217119391,Start,Yusuf Mohamed Ismail,Somalia,18.1,EASTERN AFRICA
2755,1180587249,GA,Yusuf Osman Samatar,Somalia,18.1,EASTERN AFRICA
4078,1250211819,C,Yusuf Salman Yusuf,Iraq,45.5,WESTERN ASIA
6431,1082923942,Start,Yusuf al-Ajab,Sudan,48.1,NORTHERN AFRICA
5744,1245440780,C,Yusuf bin Alawi bin Abdullah,Oman,5.0,WESTERN ASIA
1345,1249578838,Start,Yvan Verougstraete,Belgium,11.8,WESTERN EUROPE
3246,1113513795,Stub,Yves de Daruvar,France,65.9,WESTERN EUROPE
1348,1175107156,Start,Yves de Wasseige,Belgium,11.8,WESTERN EUROPE
3188,1222574845,Start,Yvonne Lindholm,Sweden,10.5,NORTHERN EUROPE
2950,1228068255,Stub,Z. A. Ahmad,Indonesia,278.7,SOUTHEAST ASIA
1777,1212771736,C,Za Hlei Thang,Myanmar,55.4,SOUTHEAST ASIA
60,1136614682,Start,Zabih-U-llah Ghazi Noristani,Afghanistan,42.4,SOUTH ASIA
678,1213965350,Start,Zahid Oruj,Azerbaijan,10.2,WESTERN ASIA
818,1237263822,Start,Zahidunnabi Dewan Shamim,Bangladesh,173.5,SOUTH ASIA
4976,1244341294,C,Zahiya Zareer,Maldives,0.6,SOUTH ASIA
866,1200588895,Start,Zahoor Hussain Khoso,Pakistan,240.5,SOUTH ASIA
836,1243860749,Start,Zahur Ahmad Chowdhury,Pakistan,240.5,SOUTH ASIA
5502,1220763279,Start,Zainab Abubakar Alman,Nigeria,223.8,WESTERN AFRICA
4944,1210890988,C,Zainal Abidin Ahmad (writer),Malaysia,33.4,SOUTHEAST ASIA
6405,1142883735,Stub,Zakaria Chol Gideon Gakmar,Sudan,48.1,NORTHERN AFRICA
6361,1193125145,Start,Zakaria Matur Makuer,South Sudan,11.1,EASTERN AFRICA
2719,1205851984,Start,Zakaria Mohamed Haji-Abdi,Somalia,18.1,EASTERN AFRICA
